_id,code,valeur,date
692fb7f7021be5abe0a1e1a8,DKK,6.43443,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1a9,DOP,63.14995,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1aa,DZD,130.282185,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ab,EGP,47.521197,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ac,ERN,15,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ad,ETB,154.37505,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ae,EUR,0.861604,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1af,FJD,2.271798,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b0,FKP,0.755396,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b1,GBP,0.757065,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b2,GEL,2.694967,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b3,GGP,0.755396,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b4,GHS,11.3602,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b5,GIP,0.755396,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b6,GMD,72.999825,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b7,GNF,8702.50575,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b8,GTQ,7.66136,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1b9,GYD,209.131392,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ba,HKD,7.788249,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1bb,HNL,26.319896,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1bc,HRK,6.490796,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1bd,HTG,130.981196,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1be,HUF,328.022986,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1bf,IDR,16616,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c0,ILS,3.258165,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c1,IMP,0.755396,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c2,INR,89.61295,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c3,IQD,1310,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c4,IRR,42124.999709,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c5,ISK,127.510318,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c6,JEP,0.755396,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c7,JMD,160.664987,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c8,JOD,0.709019,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1c9,JPY,155.56599,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ca,KES,129.283762,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1cb,KGS,87.449886,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1cc,KHR,4004.00006,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1cd,KMF,424.000277,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ce,KPW,899.999876,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1cf,KRW,1471.270013,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d0,KWD,0.30695,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d1,KYD,0.833018,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d2,KZT,510.900588,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d3,LAK,21694.999793,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d4,LBP,89688.902287,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d5,LKR,308.440219,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d6,LRD,177.601269,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d7,LSL,17.099023,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d8,LTL,2.95274,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1d9,LVL,0.604891,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1da,LYD,5.458696,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1db,MAD,9.25875,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1dc,MDL,16.958667,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1dd,MGA,4474.976311,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1de,MKD,53.092886,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1df,MMK,2099.818305,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e0,MNT,3556.474491,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e1,MOP,8.019325,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e2,MRU,39.779491,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e3,MUR,46.159829,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e4,MVR,15.410306,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e5,MWK,1736.000081,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e6,MXN,18.308298,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e7,MYR,4.130959,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e8,MZN,63.914716,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1e9,NAD,17.101353,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ea,NGN,1446.949987,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1eb,NIO,36.85854,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ec,NOK,10.131445,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ed,NPR,143.478074,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ee,NZD,1.74662,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ef,OMR,0.384496,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f0,PAB,0.999622,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f1,PEN,3.3725,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f2,PGK,4.255038,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f3,PHP,58.469017,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f4,PKR,280.850135,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f5,PLN,3.64359,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f6,PYG,7001.464381,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f7,QAR,3.641028,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f8,RON,4.384498,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1f9,RSD,101.123971,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1fa,RUB,77.728403,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1fb,RWF,1457.391185,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1fc,SAR,3.752988,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1fd,SBD,8.223823,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1fe,SCR,14.388043,2025-12-01T18:59:59
692fb7f7021be5abe0a1e1ff,SDG,601.496662,2025-12-01T18:59:59
692fb7f7021be5abe0a1e200,SEK,9.45329,2025-12-01T18:59:59
692fb7f7021be5abe0a1e201,SGD,1.296555,2025-12-01T18:59:59
692fb7f7021be5abe0a1e202,SHP,0.750259,2025-12-01T18:59:59
692fb7f7021be5abe0a1e203,SLE,22.950164,2025-12-01T18:59:59
692fb7f7021be5abe0a1e204,SLL,20969.498139,2025-12-01T18:59:59
692fb7f7021be5abe0a1e205,SOS,571.499823,2025-12-01T18:59:59
692fb7f7021be5abe0a1e206,SRD,38.534497,2025-12-01T18:59:59
692fb7f7021be5abe0a1e207,STD,20697.981008,2025-12-01T18:59:59
692fb7f7021be5abe0a1e208,STN,21.103861,2025-12-01T18:59:59
692fb7f7021be5abe0a1e209,SVC,8.74626,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20a,SYP,11058.436115,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20b,SZL,17.102089,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20c,THB,32.020087,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20d,TJS,9.231371,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20e,TMT,3.5,2025-12-01T18:59:59
692fb7f7021be5abe0a1e20f,TND,2.94275,2025-12-01T18:59:59
692fb7f7021be5abe0a1e210,TOP,2.40776,2025-12-01T18:59:59
692fb7f7021be5abe0a1e211,TRY,42.451835,2025-12-01T18:59:59
692fb7f7021be5abe0a1e212,TTD,6.775902,2025-12-01T18:59:59
692fb7f7021be5abe0a1e213,TWD,31.410972,2025-12-01T18:59:59
692fb7f7021be5abe0a1e214,TZS,2467.016009,2025-12-01T18:59:59
692fb7f7021be5abe0a1e215,UAH,42.433888,2025-12-01T18:59:59
692fb7f7021be5abe0a1e216,UGX,3598.569513,2025-12-01T18:59:59
692fb7f7021be5abe0a1e217,USD,1,2025-12-01T18:59:59
692fb7f7021be5abe0a1e218,UYU,39.76032,2025-12-01T18:59:59
692fb7f7021be5abe0a1e219,UZS,11922.502842,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21a,VES,246.99117,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21b,VND,26370,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21c,VUV,121.835157,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21d,WST,2.805025,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21e,XAF,565.041778,2025-12-01T18:59:59
692fb7f7021be5abe0a1e21f,XAG,0.017362,2025-12-01T18:59:59
692fb7f7021be5abe0a1e220,XAU,0.000237,2025-12-01T18:59:59
692fb7f7021be5abe0a1e221,XCD,2.70255,2025-12-01T18:59:59
692fb7f7021be5abe0a1e222,XCG,1.80152,2025-12-01T18:59:59
692fb7f7021be5abe0a1e223,XDR,0.702731,2025-12-01T18:59:59
692fb7f7021be5abe0a1e224,XOF,565.041778,2025-12-01T18:59:59
692fb7f7021be5abe0a1e225,XPF,103.225027,2025-12-01T18:59:59
692fb7f7021be5abe0a1e226,YER,238.350241,2025-12-01T18:59:59
692fb7f7021be5abe0a1e227,ZAR,17.087115,2025-12-01T18:59:59
692fb7f7021be5abe0a1e228,ZMK,9001.200045,2025-12-01T18:59:59
692fb7f7021be5abe0a1e229,ZMW,22.962357,2025-12-01T18:59:59
692fb7f7021be5abe0a1e22a,ZWL,321.999592,2025-12-01T18:59:59
692fb7fb021be5abe0a1e22b,AED,3.672502,2025-11-30T18:59:59
692fb7fb021be5abe0a1e22c,AFN,66.111997,2025-11-30T18:59:59
692fb7fb021be5abe0a1e22d,ALL,83.269388,2025-11-30T18:59:59
692fb7fb021be5abe0a1e22e,AMD,379.445618,2025-11-30T18:59:59
692fb7fb021be5abe0a1e22f,ANG,1.790055,2025-11-30T18:59:59
692fb7fb021be5abe0a1e230,AOA,915.999953,2025-11-30T18:59:59
692fb7fb021be5abe0a1e231,ARS,1450.249746,2025-11-30T18:59:59
692fb7fb021be5abe0a1e232,AUD,1.526473,2025-11-30T18:59:59
692fb7fb021be5abe0a1e233,AWG,1.8,2025-11-30T18:59:59
692fb7fb021be5abe0a1e234,AZN,1.700451,2025-11-30T18:59:59
692fb7fb021be5abe0a1e235,BAM,1.686253,2025-11-30T18:59:59
692fb7fb021be5abe0a1e236,BBD,2.008363,2025-11-30T18:59:59
692fb7fb021be5abe0a1e237,BDT,121.851964,2025-11-30T18:59:59
692fb7fb021be5abe0a1e238,BGN,1.686253,2025-11-30T18:59:59
692fb7fb021be5abe0a1e239,BHD,0.375393,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23a,BIF,2945.035996,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23b,BMD,1,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23c,BND,1.294909,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23d,BOB,6.890546,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23e,BRL,5.336896,2025-11-30T18:59:59
692fb7fb021be5abe0a1e23f,BSD,0.997112,2025-11-30T18:59:59
692fb7fb021be5abe0a1e240,BTC,0.000011065809,2025-11-30T18:59:59
692fb7fb021be5abe0a1e241,BTN,89.185671,2025-11-30T18:59:59
692fb7fb021be5abe0a1e242,BWP,14.2665,2025-11-30T18:59:59
692fb7fb021be5abe0a1e243,BYN,2.901755,2025-11-30T18:59:59
692fb7fb021be5abe0a1e244,BYR,19600,2025-11-30T18:59:59
692fb7fb021be5abe0a1e245,BZD,2.005518,2025-11-30T18:59:59
692fb7fb021be5abe0a1e246,CAD,1.397015,2025-11-30T18:59:59
692fb7fb021be5abe0a1e247,CDF,2201.000326,2025-11-30T18:59:59
692fb7fb021be5abe0a1e248,CHF,0.80338,2025-11-30T18:59:59
692fb7fb021be5abe0a1e249,CLF,0.023657,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24a,CLP,928.070364,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24b,CNY,7.07555,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24c,CNH,7.06749,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24d,COP,3734.965728,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24e,CRC,497.13325,2025-11-30T18:59:59
692fb7fb021be5abe0a1e24f,CUC,1,2025-11-30T18:59:59
692fb7fb021be5abe0a1e250,CUP,26.5,2025-11-30T18:59:59
692fb7fb021be5abe0a1e251,CVE,95.068328,2025-11-30T18:59:59
692fb7fb021be5abe0a1e252,CZK,20.8422,2025-11-30T18:59:59
692fb7fb021be5abe0a1e253,DJF,177.566065,2025-11-30T18:59:59
692fb7fb021be5abe0a1e254,DKK,6.437903,2025-11-30T18:59:59
692fb7fb021be5abe0a1e255,DOP,62.464974,2025-11-30T18:59:59
692fb7fb021be5abe0a1e256,DZD,129.815924,2025-11-30T18:59:59
692fb7fb021be5abe0a1e257,EGP,47.437859,2025-11-30T18:59:59
692fb7fb021be5abe0a1e258,ERN,15,2025-11-30T18:59:59
692fb7fb021be5abe0a1e259,ETB,153.883433,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25a,EUR,0.86199,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25b,FJD,2.27125,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25c,FKP,0.75539,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25d,GBP,0.75534,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25e,GEL,2.701607,2025-11-30T18:59:59
692fb7fb021be5abe0a1e25f,GGP,0.75539,2025-11-30T18:59:59
692fb7fb021be5abe0a1e260,GHS,11.298013,2025-11-30T18:59:59
692fb7fb021be5abe0a1e261,GIP,0.75539,2025-11-30T18:59:59
692fb7fb021be5abe0a1e262,GMD,72.50004,2025-11-30T18:59:59
692fb7fb021be5abe0a1e263,GNF,8663.189206,2025-11-30T18:59:59
692fb7fb021be5abe0a1e264,GTQ,7.638919,2025-11-30T18:59:59
692fb7fb021be5abe0a1e265,GYD,208.621805,2025-11-30T18:59:59
692fb7fb021be5abe0a1e266,HKD,7.785125,2025-11-30T18:59:59
692fb7fb021be5abe0a1e267,HNL,26.257706,2025-11-30T18:59:59
692fb7fb021be5abe0a1e268,HRK,6.494299,2025-11-30T18:59:59
692fb7fb021be5abe0a1e269,HTG,130.48239,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26a,HUF,328.97502,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26b,IDR,16647.85,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26c,ILS,3.255655,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26d,IMP,0.75539,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26e,INR,89.3575,2025-11-30T18:59:59
692fb7fb021be5abe0a1e26f,IQD,1306.289606,2025-11-30T18:59:59
692fb7fb021be5abe0a1e270,IRR,42100.000238,2025-11-30T18:59:59
692fb7fb021be5abe0a1e271,ISK,127.980428,2025-11-30T18:59:59
692fb7fb021be5abe0a1e272,JEP,0.75539,2025-11-30T18:59:59
692fb7fb021be5abe0a1e273,JMD,159.658577,2025-11-30T18:59:59
692fb7fb021be5abe0a1e274,JOD,0.709014,2025-11-30T18:59:59
692fb7fb021be5abe0a1e275,JPY,155.932504,2025-11-30T18:59:59
692fb7fb021be5abe0a1e276,KES,129.128767,2025-11-30T18:59:59
692fb7fb021be5abe0a1e277,KGS,87.449996,2025-11-30T18:59:59
692fb7fb021be5abe0a1e278,KHR,3989.308962,2025-11-30T18:59:59
692fb7fb021be5abe0a1e279,KMF,424.999997,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27a,KPW,899.997736,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27b,KRW,1467.620276,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27c,KWD,0.30698,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27d,KYD,0.83097,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27e,KZT,511.79894,2025-11-30T18:59:59
692fb7fb021be5abe0a1e27f,LAK,21645.902487,2025-11-30T18:59:59
692fb7fb021be5abe0a1e280,LBP,89304.996336,2025-11-30T18:59:59
692fb7fb021be5abe0a1e281,LKR,307.298358,2025-11-30T18:59:59
692fb7fb021be5abe0a1e282,LRD,176.997025,2025-11-30T18:59:59
692fb7fb021be5abe0a1e283,LSL,17.076087,2025-11-30T18:59:59
692fb7fb021be5abe0a1e284,LTL,2.95274,2025-11-30T18:59:59
692fb7fb021be5abe0a1e285,LVL,0.60489,2025-11-30T18:59:59
692fb7fb021be5abe0a1e286,LYD,5.43691,2025-11-30T18:59:59
692fb7fb021be5abe0a1e287,MAD,9.251024,2025-11-30T18:59:59
692fb7fb021be5abe0a1e288,MDL,16.936673,2025-11-30T18:59:59
692fb7fb021be5abe0a1e289,MGA,4478.16528,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28a,MKD,53.045652,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28b,MMK,2099.860963,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28c,MNT,3556.287905,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28d,MOP,7.997672,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28e,MRU,39.787041,2025-11-30T18:59:59
692fb7fb021be5abe0a1e28f,MUR,46.170328,2025-11-30T18:59:59
692fb7fb021be5abe0a1e290,MVR,15.396357,2025-11-30T18:59:59
692fb7fb021be5abe0a1e291,MWK,1729.102901,2025-11-30T18:59:59
692fb7fb021be5abe0a1e292,MXN,18.287998,2025-11-30T18:59:59
692fb7fb021be5abe0a1e293,MYR,4.132499,2025-11-30T18:59:59
692fb7fb021be5abe0a1e294,MZN,63.910271,2025-11-30T18:59:59
692fb7fb021be5abe0a1e295,NAD,17.076087,2025-11-30T18:59:59
692fb7fb021be5abe0a1e296,NGN,1447.17039,2025-11-30T18:59:59
692fb7fb021be5abe0a1e297,NIO,36.6944,2025-11-30T18:59:59
692fb7fb021be5abe0a1e298,NOK,10.121775,2025-11-30T18:59:59
692fb7fb021be5abe0a1e299,NPR,142.6969,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29a,NZD,1.74351,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29b,OMR,0.38286,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29c,PAB,0.997198,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29d,PEN,3.355951,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29e,PGK,4.285899,2025-11-30T18:59:59
692fb7fb021be5abe0a1e29f,PHP,58.635044,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a0,PKR,281.721774,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a1,PLN,3.65047,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a2,PYG,6973.315515,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a3,QAR,3.634522,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a4,RON,4.392595,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a5,RSD,101.151011,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a6,RUB,77.699863,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a7,RWF,1450.35996,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a8,SAR,3.750823,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2a9,SBD,8.230592,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2aa,SCR,13.512954,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ab,SDG,601.513194,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ac,SEK,9.44931,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ad,SGD,1.295695,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ae,SHP,0.750259,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2af,SLE,22.95985,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b0,SLL,20969.498139,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b1,SOS,568.866664,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b2,SRD,38.483997,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b3,STD,20697.981008,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b4,STN,21.123421,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b5,SVC,8.725266,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b6,SYP,11058.569968,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b7,SZL,17.088417,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b8,THB,32.110324,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2b9,TJS,9.223693,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ba,TMT,3.51,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2bb,TND,2.942536,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2bc,TOP,2.40776,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2bd,TRY,42.501001,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2be,TTD,6.759495,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2bf,TWD,31.391897,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c0,TZS,2462.990904,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c1,UAH,42.183644,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c2,UGX,3624.60663,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c3,USD,1,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c4,UYU,39.643057,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c5,UZS,11868.776135,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c6,VES,245.362603,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c7,VND,26365,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c8,VUV,121.742438,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2c9,WST,2.805024,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ca,XAF,565.553304,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2cb,XAG,0.017524,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2cc,XAU,0.000237,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2cd,XCD,2.70255,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2ce,XCG,1.797129,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2cf,XDR,0.703367,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d0,XOF,565.553304,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d1,XPF,102.823641,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d2,YER,238.298035,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d3,ZAR,17.121665,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d4,ZMK,9001.198714,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d5,ZMW,22.859853,2025-11-30T18:59:59
692fb7fb021be5abe0a1e2d6,ZWL,321.999592,2025-11-30T18:59:59
692fb7ff021be5abe0a1e2d7,AED,3.672504,2025-11-29T18:59:59
692fb7ff021be5abe0a1e2d8,AFN,66.111997,2025-11-29T18:59:59
692fb7ff021be5abe0a1e2d9,ALL,83.269388,2025-11-29T18:59:59
692fb7ff021be5abe0a1e2da,AMD,379.445618,2025-11-29T18:59:59
692fb7ff021be5abe0a1e2db,ANG,1.790055,2025-11-29T18:59:59
